Counting,SA1 (UR),LANP - 4 Digit Level,Count
"Persons, Place of Usual Residence",2111404,Ukrainian,3
"Persons, Place of Usual Residence",2111404,Croatian,4
"Persons, Place of Usual Residence",2111404,Arabic,6
"Persons, Place of Usual Residence",2111404,Assyrian Neo-Aramaic,3
"Persons, Place of Usual Residence",2111404,Turkish,5
"Persons, Place of Usual Residence",2111404,Cantonese,19
"Persons, Place of Usual Residence",2111404,Mandarin,3
"Persons, Place of Usual Residence",2111404,Not stated,34
"Persons, Place of Usual Residence",2111405,English,256
"Persons, Place of Usual Residence",2111405,German,4
"Persons, Place of Usual Residence",2111405,Greek,4
"Persons, Place of Usual Residence",2111405,Spanish,11
"Persons, Place of Usual Residence",2111405,Italian,33
"Persons, Place of Usual Residence",2111405,Ukrainian,5
"Persons, Place of Usual Residence",2111405,Arabic,3
"Persons, Place of Usual Residence",2111405,Gujarati,4
"Persons, Place of Usual Residence",2111405,Hindi,13
"Persons, Place of Usual Residence",2111405,Punjabi,5
"Persons, Place of Usual Residence",2111405,Sinhalese,4
"Persons, Place of Usual Residence",2111405,Vietnamese,7
"Persons, Place of Usual Residence",2111405,Cantonese,9
"Persons, Place of Usual Residence",2111405,Mandarin,8
"Persons, Place of Usual Residence",2111405,Inadequately described,4
"Persons, Place of Usual Residence",2111405,Not stated,31
"Persons, Place of Usual Residence",2111406,English,398
"Persons, Place of Usual Residence",2111406,Greek,5
"Persons, Place of Usual Residence",2111406,Italian,69
"Persons, Place of Usual Residence",2111406,Hungarian,3
"Persons, Place of Usual Residence",2111406,Ukrainian,5
"Persons, Place of Usual Residence",2111406,Polish,7
"Persons, Place of Usual Residence",2111406,Hindi,4
"Persons, Place of Usual Residence",2111406,Sinhalese,5
"Persons, Place of Usual Residence",2111406,Tagalog,4
"Persons, Place of Usual Residence",2111406,Cantonese,4
"Persons, Place of Usual Residence",2111406,Mandarin,8
"Persons, Place of Usual Residence",2111406,Japanese,3
"Persons, Place of Usual Residence",2111406,Auslan,4
"Persons, Place of Usual Residence",2111406,Not stated,22
"Persons, Place of Usual Residence",2111407,English,446
"Persons, Place of Usual Residence",2111407,French,4
"Persons, Place of Usual Residence",2111407,Greek,10
"Persons, Place of Usual Residence",2111407,Spanish,3
"Persons, Place of Usual Residence",2111407,Italian,36
"Persons, Place of Usual Residence",2111407,Russian,3
"Persons, Place of Usual Residence",2111407,Croatian,12
"Persons, Place of Usual Residence",2111407,Arabic,10
"Persons, Place of Usual Residence",2111407,Assyrian Neo-Aramaic,3
"Persons, Place of Usual Residence",2111407,Turkish,6
"Persons, Place of Usual Residence",2111407,Malayalam,4
"Persons, Place of Usual Residence",2111407,Tamil,3
"Persons, Place of Usual Residence",2111407,Hindi,8
"Persons, Place of Usual Residence",2111407,Nepali,3
"Persons, Place of Usual Residence",2111407,Sinhalese,3
"Persons, Place of Usual Residence",2111407,Vietnamese,3
"Persons, Place of Usual Residence",2111407,Cantonese,10
"Persons, Place of Usual Residence",2111407,Hakka,4
"Persons, Place of Usual Residence",2111407,Mandarin,14
"Persons, Place of Usual Residence",2111407,Korean,6
"Persons, Place of Usual Residence",2111407,"Non-verbal, so described",4
"Persons, Place of Usual Residence",2111407,Not stated,29
"Persons, Place of Usual Residence",2111408,English,318
"Persons, Place of Usual Residence",2111408,French,4
"Persons, Place of Usual Residence",2111408,Greek,3
"Persons, Place of Usual Residence",2111408,Italian,8
"Persons, Place of Usual Residence",2111408,Croatian,20
"Persons, Place of Usual Residence",2111408,Serbian,5
"Persons, Place of Usual Residence",2111408,Albanian,3
"Persons, Place of Usual Residence",2111408,Persian (excluding Dari),4
"Persons, Place of Usual Residence",2111408,Turkish,3
"Persons, Place of Usual Residence",2111408,Bengali,4
"Persons, Place of Usual Residence",2111408,Gujarati,3
"Persons, Place of Usual Residence",2111408,Hindi,11
"Persons, Place of Usual Residence",2111408,Vietnamese,7
"Persons, Place of Usual Residence",2111408,Cantonese,6
"Persons, Place of Usual Residence",2111408,Mandarin,3
"Persons, Place of Usual Residence",2111408,Japanese,5
"Persons, Place of Usual Residence",2111408,Korean,6
"Persons, Place of Usual Residence",2111408,Not stated,16
"Persons, Place of Usual Residence",2111409,English,445
"Persons, Place of Usual Residence",2111409,Dutch,3
"Persons, Place of Usual Residence",2111409,Greek,9
"Persons, Place of Usual Residence",2111409,Italian,27
"Persons, Place of Usual Residence",2111409,Russian,5
"Persons, Place of Usual Residence",2111409,Croatian,5
"Persons, Place of Usual Residence",2111409,Polish,3
"Persons, Place of Usual Residence",2111409,Arabic,8
"Persons, Place of Usual Residence",2111409,Gujarati,4
"Persons, Place of Usual Residence",2111409,Punjabi,3
"Persons, Place of Usual Residence",2111409,Sinhalese,10
"Persons, Place of Usual Residence",2111409,Vietnamese,4
"Persons, Place of Usual Residence",2111409,Cantonese,6
"Persons, Place of Usual Residence",2111409,Mandarin,21
"Persons, Place of Usual Residence",2111409,Not stated,27
"Persons, Place of Usual Residence",2111410,English,441
"Persons, Place of Usual Residence",2111410,Greek,22
"Persons, Place of Usual Residence",2111410,Italian,27
"Persons, Place of Usual Residence",2111410,Hungarian,5
"Persons, Place of Usual Residence",2111410,Bosnian,7
"Persons, Place of Usual Residence",2111410,Croatian,3
"Persons, Place of Usual Residence",2111410,Arabic,5
"Persons, Place of Usual Residence",2111410,Tamil,8
"Persons, Place of Usual Residence",2111410,Telugu,4
"Persons, Place of Usual Residence",2111410,Vietnamese,5
"Persons, Place of Usual Residence",2111410,Thai,5
"Persons, Place of Usual Residence",2111410,Cantonese,5
"Persons, Place of Usual Residence",2111410,Mandarin,6
"Persons, Place of Usual Residence",2111410,Not stated,30
"Persons, Place of Usual Residence",2111411,English,214
"Persons, Place of Usual Residence",2111411,Greek,15
"Persons, Place of Usual Residence",2111411,Italian,19
"Persons, Place of Usual Residence",2111411,Ukrainian,3
"Persons, Place of Usual Residence",2111411,Gujarati,5
"Persons, Place of Usual Residence",2111411,Vietnamese,4
"Persons, Place of Usual Residence",2111411,Cantonese,9
"Persons, Place of Usual Residence",2111411,Mandarin,7
"Persons, Place of Usual Residence",2111411,Not stated,9
"Persons, Place of Usual Residence",2111412,English,276
"Persons, Place of Usual Residence",2111412,Greek,20
"Persons, Place of Usual Residence",2111412,Portuguese,8
"Persons, Place of Usual Residence",2111412,Spanish,5
"Persons, Place of Usual Residence",2111412,Italian,28
"Persons, Place of Usual Residence",2111412,Maltese,3
"Persons, Place of Usual Residence",2111412,Croatian,12
"Persons, Place of Usual Residence",2111412,Karen,4
"Persons, Place of Usual Residence",2111412,Vietnamese,15
"Persons, Place of Usual Residence",2111412,Cantonese,4
"Persons, Place of Usual Residence",2111412,Mandarin,7
"Persons, Place of Usual Residence",2111412,Not stated,10
"Persons, Place of Usual Residence",2111413,English,486
"Persons, Place of Usual Residence",2111413,German,4
"Persons, Place of Usual Residence",2111413,Greek,13
"Persons, Place of Usual Residence",2111413,Spanish,4
"Persons, Place of Usual Residence",2111413,Italian,35
"Persons, Place of Usual Residence",2111413,Ukrainian,3
"Persons, Place of Usual Residence",2111413,Serbian,6
"Persons, Place of Usual Residence",2111413,Albanian,4
"Persons, Place of Usual Residence",2111413,Arabic,35
"Persons, Place of Usual Residence",2111413,Sinhalese,4
"Persons, Place of Usual Residence",2111413,Vietnamese,9
"Persons, Place of Usual Residence",2111413,Tagalog,3
"Persons, Place of Usual Residence",2111413,Cantonese,3
"Persons, Place of Usual Residence",2111413,Mandarin,8
"Persons, Place of Usual Residence",2111413,Japanese,3
"Persons, Place of Usual Residence",2111413,Somali,8
"Persons, Place of Usual Residence",2111413,Not stated,55
"Persons, Place of Usual Residence",2111414,English,408
"Persons, Place of Usual Residence",2111414,German,3
"Persons, Place of Usual Residence",2111414,Danish,6
"Persons, Place of Usual Residence",2111414,Greek,3
"Persons, Place of Usual Residence",2111414,Spanish,3
"Persons, Place of Usual Residence",2111414,Italian,26
"Persons, Place of Usual Residence",2111414,Russian,3
"Persons, Place of Usual Residence",2111414,Croatian,22
"Persons, Place of Usual Residence",2111414,Polish,5
"Persons, Place of Usual Residence",2111414,Arabic,4
"Persons, Place of Usual Residence",2111414,Turkish,4
"Persons, Place of Usual Residence",2111414,Vietnamese,10
"Persons, Place of Usual Residence",2111414,Cantonese,10
"Persons, Place of Usual Residence",2111414,Somali,19
"Persons, Place of Usual Residence",2111414,Not stated,32
"Persons, Place of Usual Residence",2111415,English,166
"Persons, Place of Usual Residence",2111415,German,9
"Persons, Place of Usual Residence",2111415,Greek,3
"Persons, Place of Usual Residence",2111415,Italian,11
"Persons, Place of Usual Residence",2111415,Russian,4
"Persons, Place of Usual Residence",2111415,Ukrainian,3
"Persons, Place of Usual Residence",2111415,Croatian,3
"Persons, Place of Usual Residence",2111415,Serbian,3
"Persons, Place of Usual Residence",2111415,Turkish,4
"Persons, Place of Usual Residence",2111415,Hindi,3
"Persons, Place of Usual Residence",2111415,Nepali,11
"Persons, Place of Usual Residence",2111415,Vietnamese,3
"Persons, Place of Usual Residence",2111415,Mandarin,3
"Persons, Place of Usual Residence",2111415,Not stated,19
"Persons, Place of Usual Residence",2111416,English,286
"Persons, Place of Usual Residence",2111416,German,4
"Persons, Place of Usual Residence",2111416,Greek,20
"Persons, Place of Usual Residence",2111416,Italian,20
"Persons, Place of Usual Residence",2111416,Ukrainian,9
"Persons, Place of Usual Residence",2111416,Croatian,3
"Persons, Place of Usual Residence",2111416,Vietnamese,6
"Persons, Place of Usual Residence",2111416,Mandarin,9
"Persons, Place of Usual Residence",2111416,Not stated,19
"Persons, Place of Usual Residence",2111417,English,319
"Persons, Place of Usual Residence",2111417,Afrikaans,3
"Persons, Place of Usual Residence",2111417,French,4
"Persons, Place of Usual Residence",2111417,Greek,24
"Persons, Place of Usual Residence",2111417,Spanish,3
"Persons, Place of Usual Residence",2111417,Italian,24
"Persons, Place of Usual Residence",2111417,Maltese,4
"Persons, Place of Usual Residence",2111417,Arabic,3
"Persons, Place of Usual Residence",2111417,Mandarin,8
"Persons, Place of Usual Residence",2111417,Not stated,13
"Persons, Place of Usual Residence",2111418,English,313
"Persons, Place of Usual Residence",2111418,Greek,16
"Persons, Place of Usual Residence",2111418,Italian,16
"Persons, Place of Usual Residence",2111418,Dhivehi,4
"Persons, Place of Usual Residence",2111418,Vietnamese,14
"Persons, Place of Usual Residence",2111418,Thai,7
"Persons, Place of Usual Residence",2111418,Cantonese,4
"Persons, Place of Usual Residence",2111418,Korean,8
"Persons, Place of Usual Residence",2111418,Not stated,20
"Persons, Place of Usual Residence",2111419,English,234
"Persons, Place of Usual Residence",2111419,Italian,10
"Persons, Place of Usual Residence",2111419,Ukrainian,3
"Persons, Place of Usual Residence",2111419,Punjabi,3
"Persons, Place of Usual Residence",2111419,Mandarin,4
"Persons, Place of Usual Residence",2111419,Not stated,10
"Persons, Place of Usual Residence",2111420,English,246
"Persons, Place of Usual Residence",2111420,Greek,11
"Persons, Place of Usual Residence",2111420,Italian,47
"Persons, Place of Usual Residence",2111420,Croatian,4
"Persons, Place of Usual Residence",2111420,Arabic,7
"Persons, Place of Usual Residence",2111420,Telugu,6
"Persons, Place of Usual Residence",2111420,Hindi,4
"Persons, Place of Usual Residence",2111420,Sinhalese,6
"Persons, Place of Usual Residence",2111420,Vietnamese,10
"Persons, Place of Usual Residence",2111420,Mandarin,4
"Persons, Place of Usual Residence",2111420,Not stated,12
"Persons, Place of Usual Residence",2111421,English,374
"Persons, Place of Usual Residence",2111421,German,5
"Persons, Place of Usual Residence",2111421,Greek,18
"Persons, Place of Usual Residence",2111421,Italian,29
"Persons, Place of Usual Residence",2111421,Arabic,6
"Persons, Place of Usual Residence",2111421,Kannada,4
"Persons, Place of Usual Residence",2111421,Telugu,3
"Persons, Place of Usual Residence",2111421,Hindi,5
"Persons, Place of Usual Residence",2111421,Urdu,4
"Persons, Place of Usual Residence",2111421,Vietnamese,6
"Persons, Place of Usual Residence",2111421,"Chinese, nfd",3
"Persons, Place of Usual Residence",2111421,Cantonese,3
"Persons, Place of Usual Residence",2111421,Korean,4
"Persons, Place of Usual Residence",2111421,Not stated,10
"Persons, Place of Usual Residence",2111422,English,219
"Persons, Place of Usual Residence",2111422,Greek,19
"Persons, Place of Usual Residence",2111422,Italian,30
"Persons, Place of Usual Residence",2111422,Maltese,3
"Persons, Place of Usual Residence",2111422,Croatian,3
"Persons, Place of Usual Residence",2111422,Macedonian,5
"Persons, Place of Usual Residence",2111422,Polish,6
"Persons, Place of Usual Residence",2111422,Arabic,5
"Persons, Place of Usual Residence",2111422,Hindi,5
"Persons, Place of Usual Residence",2111422,Vietnamese,5
"Persons, Place of Usual Residence",2111422,Not stated,10
"Persons, Place of Usual Residence",2111423,English,375
"Persons, Place of Usual Residence",2111423,German,3
"Persons, Place of Usual Residence",2111423,Greek,16
"Persons, Place of Usual Residence",2111423,Portuguese,6
"Persons, Place of Usual Residence",2111423,Spanish,3
"Persons, Place of Usual Residence",2111423,Italian,6
"Persons, Place of Usual Residence",2111423,Serbian,3
"Persons, Place of Usual Residence",2111423,Hindi,12
"Persons, Place of Usual Residence",2111423,Punjabi,6
"Persons, Place of Usual Residence",2111423,Mandarin,11
"Persons, Place of Usual Residence",2111423,Japanese,5
"Persons, Place of Usual Residence",2111423,Not stated,31
"Persons, Place of Usual Residence",2111424,English,233
"Persons, Place of Usual Residence",2111424,Greek,15
"Persons, Place of Usual Residence",2111424,Italian,6
"Persons, Place of Usual Residence",2111424,Hindi,5
"Persons, Place of Usual Residence",2111424,Sinhalese,3
"Persons, Place of Usual Residence",2111424,Vietnamese,3
"Persons, Place of Usual Residence",2111424,Thai,4
"Persons, Place of Usual Residence",2111424,Mandarin,5
"Persons, Place of Usual Residence",2111424,Auslan,4
"Persons, Place of Usual Residence",2111424,Not stated,18
"Persons, Place of Usual Residence",2111425,English,358
"Persons, Place of Usual Residence",2111425,Greek,16
"Persons, Place of Usual Residence",2111425,Italian,40
"Persons, Place of Usual Residence",2111425,Polish,6
"Persons, Place of Usual Residence",2111425,Malayalam,7
"Persons, Place of Usual Residence",2111425,Tamil,4
"Persons, Place of Usual Residence",2111425,Hindi,3
"Persons, Place of Usual Residence",2111425,Cantonese,7
"Persons, Place of Usual Residence",2111425,Hakka,3
"Persons, Place of Usual Residence",2111425,Mandarin,5
"Persons, Place of Usual Residence",2111425,Not stated,30
"Persons, Place of Usual Residence",2111426,English,303
"Persons, Place of Usual Residence",2111426,Greek,17
"Persons, Place of Usual Residence",2111426,Spanish,3
"Persons, Place of Usual Residence",2111426,Italian,62
"Persons, Place of Usual Residence",2111426,Maltese,3
"Persons, Place of Usual Residence",2111426,Croatian,9
